payer_name,trans_number,acct_number,fac_id,acct_type,acct_name,post_date,amount,description,type,text
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-01,50000,BOOK TRANSFER CREDIT,,REF 1821459L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-02,2988.7,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-02,393.23,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202106301870006100*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-06,15014.41,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-06,68.21,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107011050191800*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-07,30256.61,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-07,50000,BOOK TRANSFER CREDIT,,REF 1882024L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-08,10923.15,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-09,8018.3,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-12,34308.48,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-12,19869.75,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107081190051800*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-12,50000,BOOK TRANSFER CREDIT,,REF 1931348L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-13,4631.26,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-13,7012,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-14,29407.4,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-14,288.6,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107121130125700*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-14,21157.86,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-15,5317.6,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-15,124.05,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107131550064300*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-16,4906.2,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-16,1731.6,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107141110024200*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-19,18489.6,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-19,8037.15,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107151090133400*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-19,4233,ACH CREDIT,Ach,NDC SWEEP         FAC 1517          210716
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-19,6600,ACH CREDIT,Ach,BANKCARD 1299     MTOT DEP          210719            536376020001269
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-20,4906.2,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-21,1707.42,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-21,50000,BOOK TRANSFER CREDIT,,REF 2021453L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-22,66.82,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-23,4456.79,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-23,23538.84,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107211960014700*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-26,156741.55,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-26,23218.8,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-27,18140.22,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-27,12509.09,BOOK TRANSFER CREDIT,,REF 2081848L      FUNDS TRANSFER FRMDEP 2349434       FROM              DEP COR 072721
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-27,476.91,BOOK TRANSFER CREDIT,,REF 2081913L      FUNDS TRANSFER FRMDEP 2349434       FROM              DEP COR 072721
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-28,9484.27,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-28,9296.21,BOOK TRANSFER CREDIT,,REF 2091751L      FUNDS TRANSFER FRMDEP 2377005       FROM              DEP COR 071921 CAREMORE
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-28,50000,BOOK TRANSFER CREDIT,,REF 2091830L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-28,7200,BOOK TRANSFER CREDIT,,REF 2091841L      FUNDS TRANSFER FRMDEP 2377005       FROM              DEP COR 072121 PROSPECT
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-29,18681.1,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-29,653.73,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-30,68681.2,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-30,4878.18,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107281540024100*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-30,13829.76,BOOK TRANSFER CREDIT,,REF 2111519L      FUNDS TRANSFER FRMDEP 2377005       FROM              DEP COR 073021
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-30,6944,BOOK TRANSFER CREDIT,,REF 2111715L      FUNDS TRANSFER FRMDEP 2410401       FROM              DEP COR 062421 CALMEDHCLA
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-30,2730,BOOK TRANSFER CREDIT,,REF 2111732L      FUNDS TRANSFER FRMDEP 2410401       FROM              DEP COR 052021 CALMEDHCLA
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-30,3600,BOOK TRANSFER CREDIT,,REF 2111839L      FUNDS TRANSFER FRMDEP 2410401       FROM              DEP COR 041521 CALMEDHCLA
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-07-30,57606.12,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-02,14969.71,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-02,5565,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107291130107100*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-03,11651.04,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-03,226.46,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107301480021000*1954468482~
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-03,1763.75,ACH CREDIT,Ach,BLUE SHIELD CA    HCCLAIMPMT        202107301820021000*1940360524~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-04,826.44,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-04,133.11,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108021280141400*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-05,36910,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-06,30136.37,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-06,287.48,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108041470008700*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-09,4040.4,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-09,8343.21,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108051090016200*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-10,2724.97,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-10,23900.64,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108061860005400*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-11,17927.49,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-12,27871.98,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-13,11203.22,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-16,14092.89,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-16,7063.87,ACH CREDIT,Ach,BLUE SHIELD CA    HCCLAIMPMT        202108121850016400*1940360524~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-17,924,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-17,6347.38,ACH CREDIT,Ach,BLUE SHIELD CA    HCCLAIMPMT        202108131490071500*1940360524~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-17,3313.05,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-17,653.73,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-18,1731.6,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-19,75000,BOOK TRANSFER CREDIT,,REF 2311649L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-20,9812.4,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-20,4906.2,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-23,2594.54,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-23,14946.09,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108191600004300*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-23,948,ACH CREDIT,Ach,BANKCARD 1299     MTOT DEP          210823            536376020001269
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-23,50000,BOOK TRANSFER CREDIT,,REF 2351630L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-23,8522,BOOK TRANSFER CREDIT,,REF 2351819L      FUNDS TRANSFER FRMDEP 2377005       FROM              DEP COR 082321
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-23,5816.8,BOOK TRANSFER CREDIT,,REF 2351829L      FUNDS TRANSFER FRMDEP 2377005       FROM              DEP COR 072921 CAREMORE
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-23,7084.23,BOOK TRANSFER CREDIT,,REF 2351836L      FUNDS TRANSFER FRMDEP 2377005       FROM              DEP COR 080321 CAREMORE
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-24,3064,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108201460043200*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-25,97269.99,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-25,3258,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108231670002900*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-26,2597.4,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-26,2782,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108241500001100*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-27,22932.14,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-27,1680,ACH CREDIT,Ach,BANKCARD 1299     MTOT DEP          210827            536376020001269
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-27,22606.97,BOOK TRANSFER CREDIT,,REF 2391819L      FUNDS TRANSFER FRMDEP 2349434       FROM              DEP COR 082721
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-27,15658.63,BOOK TRANSFER CREDIT,,REF 2391830L      FUNDS TRANSFER FRMDEP 2349434       FROM              DEP COR 062421 PROVIDENCE
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-30,11316.11,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-30,428.54,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108261440006900*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-30,1009.45,BOOK TRANSFER CREDIT,,REF 2421710L      FUNDS TRANSFER FRMDEP 2349434       FROM              DEP COR 083021
Blue_Cross,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-30,2700,BOOK TRANSFER CREDIT,,REF 2421721L      FUNDS TRANSFER FRMDEP 2349434       FROM              DEP COR 081421 ANTHEM BLUE CROSS
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-30,2675.5,REMOTE DEPOSIT,Deposit,
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-31,365.07,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-31,5379.5,ACH CREDIT,Ach,BLUE SHIELD CA    HCCLAIMPMT        202108271100020000*1940360524~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-31,98,ACH CREDIT,Ach,NDC SWEEP         FAC 1517          210830
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-31,5800.72,ACH CREDIT,Ach,BANKCARD 1299     MTOT DEP          210831            536376020001269
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-08-31,7920,BOOK TRANSFER CREDIT,,REF 2431740L      FUNDS TRANSFER FRMDEP 2377005       FROM              DEP COR 082321 OPTUMCARE
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-09-01,277.15,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108301290095200*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-09-01,40000,BOOK TRANSFER CREDIT,,REF 2441831L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-09-02,14141.4,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-09-02,13608.22,BOOK TRANSFER CREDIT,,REF 2451803L      FUNDS TRANSFER FRMDEP 2349434       FROM              DEP COR 090221
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-09-03,704.99,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
Blue_Shield,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-09-03,594.01,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109011190006200*1954468482~
,71006486,2450314,1517,Checking,PAVILLION ON PICO HC & WELLNESS CENTRE,2021-09-07,43830.1,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002255782
